Station,Date,Wind Spd (mph),Temp (°F),Daily Max Temp (°F),Max RH (%),Soil Moist (%),Soil Temp (°F)
621Line-I-80 Gravel Pit,9/1/24,3.4,63.3,84,79,2.9,77.5
7201-Alpine Meadows,9/1/24,3,65.7,79.8,69,9,71.6
MUL1296-Markleeville,9/1/24,1.1,68.8,85,67,3.1,73.8
TPZ1261-Eastside Lane,9/1/24,11.8,76.3,86.8,35,3.6,80.3
MEY3300-Tolteca,9/1/24,2.8,67.4,80.6,49,,
TAH-5201 Lake Forest,9/1/24,1.3,66.1,80.6,65,6.7,67.6
Tahoe-7300 Sugar Pine Point,9/1/24,1.2,66.1,82.1,69,3.5,70.8
SOK-257 Reno Park,9/1/24,9.2,73.9,87.5,42,7.5,74.7
SMP8700-Firecamp,9/1/24,1.3,62.8,83.7,74,,
TAH5201-Fairway,9/1/24,2.6,64.8,78.6,65,,
TPZ1261 Cunningham,9/1/24,6.9,73,87.8,65,,
MUL1296-Sorensens,9/1/24,1.9,61.2,78.5,70,,
POR32 4th Avenue,9/1/24,2.5,66.5,86.2,66,9.8,74.7
GLS7600-Walden,8/31/24,1,68.4,81.7,35,9.5,70.3
TAH7300-DL Bliss,8/31/24,0.5,67.6,76.9,61,1.6,73.7
MUL1296-Woodfords,8/31/24,4.3,73.2,85.3,36,0.2,76.6
BKY4201-Summit,8/31/24,1.4,,,100,6.5,68.7
TPZ1261–Park Ranch,8/31/24,3.1,75.5,90.5,63,4.6,75.6
TPZ1261-Walker,8/31/24,4.8,73.6,87.2,48,4.5,72.8
Meyers3400-Uplands,8/31/24,3.4,67.5,77.7,61,2,65.5
111Line-Columbine Trail,8/31/24,0.7,64.6,83.1,53,1.6,64
POR31-Iron Horse,8/31/24,1.9,66.9,90.7,59,6.6,74.6
619Line-Sierra Valley West,8/31/24,3.8,67,90.4,66,7.5,69.4
SQV8200-Squaw Valley,8/31/24,2.4,63.3,82.8,62,5.8,74.4
CEM41-Garbage Pit Rd,8/31/24,4.3,69.7,88.9,56,4.8,75.6
CAL204-Dog Valley,8/31/24,3.2,72,90,41,7.4,75.2
TRK7203-Northstar Golf Course,8/31/24,3.3,61.8,85.2,77,11.7,71
Hobart Sub,8/31/24,1.5,62.5,87.8,74,4.8,71.8
SRB51-Smithneck Rd,8/31/24,5.8,70.6,88.4,46,13.4,75.4
TRK7202-Cabin Tree,8/31/24,1.8,65,82.5,48,6.2,71.2
Muller1296-Emigrant Trail,8/31/24,6.5,73.9,87.4,44,0.4,83.8
STL3101 Ledge Ct.,8/31/24,0.7,66.8,77.7,44,1.6,69.6
TAH7300-Homewood,8/31/24,0.8,63.6,81.1,64,5.2,67.3
7400-Glenshire,8/31/24,2.3,62.9,85.7,72,1.8,71.6
MEY3300-Grass Lake Road,8/31/24,1.2,61.5,79,72,4.3,58.4
WSH201-Floriston,8/31/24,2.6,67.7,87.6,62,9.7,79
Washoe204-Fariad,8/31/24,7.2,69.8,88.4,59,7.2,69.7
MEY3400-Camp Richardson,8/31/24,1.8,62.8,80.5,68,2.5,69.7
MEY3500-STPD Office,8/31/24,0.8,60.8,81.2,69,6.5,75.6
621Line-I-80 Gravel Pit,8/31/24,2,63.7,86.8,79,2.9,77.2
7201-Alpine Meadows,8/31/24,1.3,63.7,82.7,64,9.2,71.3
MUL1296-Markleeville,8/31/24,0,66,86.5,64,3.1,73.4
TPZ1261-Eastside Lane,8/31/24,8.9,75,86.3,30,3.6,79.9
MEY3300-Tolteca,8/31/24,1.5,66.8,80.5,45,,
TAH-5201 Lake Forest,8/31/24,0.7,64.5,81.9,60,6.7,67.5
Tahoe-7300 Sugar Pine Point,8/31/24,0.9,64.3,81.4,62,3.5,70.2
SOK-257 Reno Park,8/31/24,6.9,73.2,89.2,38,7.5,74
SMP8700-Firecamp,8/31/24,0.7,62.5,86.5,73,,
TAH5201-Fairway,8/31/24,1.4,62.9,80.2,64,,
TPZ1261 Cunningham,8/31/24,4.4,73,88.9,61,,
MUL1296-Sorensens,8/31/24,2.2,59.3,79.8,66,,
POR32 4th Avenue,8/31/24,1.9,66.6,89.9,69,9.7,74.2
GLS7600-Walden,8/30/24,0.9,68.4,82.9,46,9.8,69.7
TAH7300-DL Bliss,8/30/24,1.1,68.5,78.5,61,1.6,73.8
MUL1296-Woodfords,8/30/24,4,72.6,87.5,37,0.2,75.7
BKY4201-Summit,8/30/24,1.3,,,100,6.5,68.1
TPZ1261–Park Ranch,8/30/24,3.8,74.2,89.3,71,4.6,75.1
TPZ1261-Walker,8/30/24,5.7,72.7,87,53,4.5,72.1
Meyers3400-Uplands,8/30/24,2.9,68,77.8,44,2,65.6
111Line-Columbine Trail,8/30/24,0.9,64.4,83,56,1.6,64.1
POR31-Iron Horse,8/30/24,1.9,67.5,91.9,81,6.6,75.3
619Line-Sierra Valley West,8/30/24,3.3,67.6,91.1,80,7.5,68.9
SQV8200-Squaw Valley,8/30/24,2.4,62.9,82.6,79,5.8,73.9
CEM41-Garbage Pit Rd,8/30/24,4.6,70.3,91,59,4.8,75.4
CAL204-Dog Valley,8/30/24,3.3,71.2,89.9,49,7.4,74.5
TRK7203-Northstar Golf Course,8/30/24,3.2,61.8,85.2,90,11.7,71.1
Hobart Sub,8/30/24,1.4,62.8,87.4,87,4.8,71.5
SRB51-Smithneck Rd,8/30/24,5.8,70.6,89.8,45,13.4,75
TRK7202-Cabin Tree,8/30/24,1.9,64.8,83,61,6.2,70.5
Muller1296-Emigrant Trail,8/30/24,6.9,72.1,87,51,0.4,83.5
STL3101 Ledge Ct.,8/30/24,1.5,67.6,80.1,43,1.7,69.2
TAH7300-Homewood,8/30/24,1.1,65.1,81.3,62,5.3,66.9
7400-Glenshire,8/30/24,2.3,63.2,86.2,82,1.8,71.2
MEY3300-Grass Lake Road,8/30/24,1.8,61.7,81.5,74,4.3,59.2
WSH201-Floriston,8/30/24,2.3,67.9,88.9,68,9.8,79.4
Washoe204-Fariad,8/30/24,6.9,69.4,87.9,66,7.2,69
MEY3400-Camp Richardson,8/30/24,2.1,63.4,81.3,69,2.5,69.2
MEY3500-STPD Office,8/30/24,1,60.7,81,75,6.5,75.8
621Line-I-80 Gravel Pit,8/30/24,2.1,64,87.2,85,2.9,76.6
7201-Alpine Meadows,8/30/24,1.4,63.5,83.3,74,9.4,70.7
MUL1296-Markleeville,8/30/24,0.1,65.7,89,72,3.1,73.4
TPZ1261-Eastside Lane,8/30/24,9.1,74,88.2,31,3.8,80.4
MEY3300-Tolteca,8/30/24,1.8,66.9,82.8,50,,
TAH-5201 Lake Forest,8/30/24,0.7,65.2,83.8,54,6.7,67.2
Tahoe-7300 Sugar Pine Point,8/30/24,1,65.2,83.7,62,3.5,70.7
SOK-257 Reno Park,8/30/24,7,72.9,89.4,38,,73.2
SMP8700-Firecamp,8/30/24,0.7,63.5,87.7,74,,
TAH5201-Fairway,8/30/24,1.6,64,81.4,68,,
TPZ1261 Cunningham,8/30/24,5.5,72,89.5,63,,
MUL1296-Sorensens,8/30/24,1.8,58.6,81.1,70,,
POR32 4th Avenue,8/30/24,2.1,67.1,91.2,84,9.7,73.7
GLS7600-Walden,8/29/24,0.7,67,82.7,44,10,68
TAH7300-DL Bliss,8/29/24,0.8,67.6,78.5,63,1.5,72.4
MUL1296-Woodfords,8/29/24,2.1,71.1,86.4,41,0.2,75.2
BKY4201-Summit,8/29/24,1.1,,,100,6.5,67.3
TPZ1261–Park Ranch,8/29/24,4.5,73,86,70,4.7,75.1
TPZ1261-Walker,8/29/24,5.8,71.4,84.4,45,4.5,71.8
Meyers3400-Uplands,8/29/24,3.1,66.9,78.3,57,2,65
111Line-Columbine Trail,8/29/24,0.7,63.9,82.3,59,1.6,63.8
POR31-Iron Horse,8/29/24,1.6,66.5,89.8,74,6.4,74.1
619Line-Sierra Valley West,8/29/24,2.8,65.7,88.5,81,7.4,67.7
SQV8200-Squaw Valley,8/29/24,2.5,62.3,81.9,80,5.8,73.1
CEM41-Garbage Pit Rd,8/29/24,4.2,69,88.1,67,4.7,74.4
CAL204-Dog Valley,8/29/24,2.7,68.7,87.6,59,7.3,73.8
TRK7203-Northstar Golf Course,8/29/24,2.6,61.4,86.5,90,11.6,69.9
Hobart Sub,8/29/24,0.8,61.7,86.1,84,4.7,70.3
SRB51-Smithneck Rd,8/29/24,5.8,69.4,88,55,13.4,74
TRK7202-Cabin Tree,8/29/24,1.6,63.8,82.5,62,6.2,68.9
Muller1296-Emigrant Trail,8/29/24,6.8,70.6,84.3,52,0.4,84.1
STL3101 Ledge Ct.,8/29/24,1.2,65.8,77.8,60,1.7,68.1
TAH7300-Homewood,8/29/24,0.8,63.6,80.7,73,5.3,66.1
7400-Glenshire,8/29/24,2.2,62.4,85.6,81,1.7,70.3
MEY3300-Grass Lake Road,8/29/24,1.6,60.8,80.3,80,4.3,59.1
WSH201-Floriston,8/29/24,3.2,66.3,86.4,70,9.9,77.8
Washoe204-Fariad,8/29/24,6.7,67.3,85.4,68,7.2,68.6
MEY3400-Camp Richardson,8/29/24,1.8,62.6,80.6,73,2.4,68.4
MEY3500-STPD Office,8/29/24,0.9,60.3,80.9,77,6.6,75.5
621Line-I-80 Gravel Pit,8/29/24,1.8,63.2,87,84,2.8,75.1
7201-Alpine Meadows,8/29/24,1.4,62.7,82.4,78,9.6,69.8
MUL1296-Markleeville,8/29/24,0,65.2,86.2,71,3.1,73
TPZ1261-Eastside Lane,8/29/24,9.6,71.9,87.6,38,3.9,79.7
MEY3300-Tolteca,8/29/24,1.7,65.8,81,54,,
TAH-5201 Lake Forest,8/29/24,0.6,64.4,82.8,59,6.7,66.2
Tahoe-7300 Sugar Pine Point,8/29/24,0.8,64.6,82,67,3.5,69.8
SOK-257 Reno Park,8/29/24,6.5,70.8,86.5,44,7.5,72.3
SMP8700-Firecamp,8/29/24,0.8,62.2,86.4,82,,
TAH5201-Fairway,8/29/24,1.1,63,80.1,63,,
TPZ1261 Cunningham,8/29/24,5.7,69.9,87.5,66,,
MUL1296-Sorensens,8/29/24,1.2,58.7,79.5,75,,
POR32 4th Avenue,8/29/24,1.4,65.6,90.1,79,9.6,72.2
GLS7600-Walden,8/28/24,0.9,65.7,80.1,41,10.3,66.4
TAH7300-DL Bliss,8/28/24,0.8,64.8,75.3,64,1.5,70.5
MUL1296-Woodfords,8/28/24,4,70.9,84.8,44,0.2,74.6
BKY4201-Summit,8/28/24,1.5,,,100,6.5,66.3
TPZ1261–Park Ranch,8/28/24,3.8,73.7,87.3,70,4.8,74.7
TPZ1261-Walker,8/28/24,5.1,71.5,84.1,53,4.5,71
Meyers3400-Uplands,8/28/24,2.9,65.3,76.6,67,2,63.7
111Line-Columbine Trail,8/28/24,0.7,62.4,80.1,59,1.6,63.1
POR31-Iron Horse,8/28/24,1.9,63.3,85.9,80,6.1,72.4
619Line-Sierra Valley West,8/28/24,3.8,63.9,86.8,87,7.4,66.5
SQV8200-Squaw Valley,8/28/24,2.5,60.6,80.2,73,5.8,72.1
CEM41-Garbage Pit Rd,8/28/24,4.9,66.4,86.5,72,4.7,73.4
CAL204-Dog Valley,8/28/24,3,68.6,88.5,53,7.3,72.6
TRK7203-Northstar Golf Course,8/28/24,2.9,59.4,82.7,84,11.4,68.4
Hobart Sub,8/28/24,1.4,59.6,83.8,86,4.7,69.2
SRB51-Smithneck Rd,8/28/24,5.7,66.6,85.8,59,13.3,72.9
TRK7202-Cabin Tree,8/28/24,1.6,61.8,79.5,57,6.2,67.4
Muller1296-Emigrant Trail,8/28/24,5.7,70.4,84.9,50,0.4,84
STL3101 Ledge Ct.,8/28/24,1.1,64.3,76.2,47,1.7,66.8
TAH7300-Homewood,8/28/24,1.1,61.3,79.3,66,5.3,65.2
7400-Glenshire,8/28/24,2.1,60.4,82.9,81,1.7,69.5
MEY3300-Grass Lake Road,8/28/24,1.6,59.7,79,79,4.3,58.5
WSH201-Floriston,8/28/24,2.2,65.2,86.2,69,10.1,76.5
Washoe204-Fariad,8/28/24,5.3,67.1,86.5,68,7.2,67.8
MEY3400-Camp Richardson,8/28/24,2.1,60.9,79.6,79,2.4,67.5
MEY3500-STPD Office,8/28/24,1.1,59.3,79.2,80,6.6,74.8
621Line-I-80 Gravel Pit,8/28/24,1.9,61.3,84.4,86,2.8,74.1
7201-Alpine Meadows,8/28/24,1.1,60.9,79.9,73,9.8,68.8
MUL1296-Markleeville,8/28/24,0,65.1,86.9,74,3.1,72.2
TPZ1261-Eastside Lane,8/28/24,8.5,72.5,86.1,40,4,79.3
MEY3300-Tolteca,8/28/24,1.8,64.5,79.6,54,,
TAH-5201 Lake Forest,8/28/24,0.8,61.4,79.8,66,6.7,65.1
Tahoe-7300 Sugar Pine Point,8/28/24,0.9,62.2,80.6,63,3.4,68.3
SOK-257 Reno Park,8/28/24,6.6,69.4,86,51,7.4,71.2
SMP8700-Firecamp,8/28/24,0.6,60.3,84.4,79,,
TAH5201-Fairway,8/28/24,1.3,60.3,78.8,77,,
TPZ1261 Cunningham,8/28/24,5.2,70.2,87.7,76,,
MUL1296-Sorensens,8/28/24,1.9,58.1,78.5,75,,
POR32 4th Avenue,8/28/24,1.9,63.1,86.7,86,9.6,71.2
GLS7600-Walden,8/27/24,1,63.8,78.8,61,10.6,64.9
TAH7300-DL Bliss,8/27/24,1.1,63.3,74.8,69,1.4,68.3
MUL1296-Woodfords,8/27/24,4.3,68.8,84.6,47,0.2,73
BKY4201-Summit,8/27/24,1.6,,,100,6.4,64.6
TPZ1261–Park Ranch,8/27/24,3.5,71.1,88.7,68,4.8,72.4
TPZ1261-Walker,8/27/24,5.2,69.6,84.8,55,4.5,69.7
Meyers3400-Uplands,8/27/24,3.1,63.9,76.1,52,2,62.3
111Line-Columbine Trail,8/27/24,0.8,61.3,79.5,62,1.6,62
POR31-Iron Horse,8/27/24,1.9,63,83.6,93,5.9,71.5
619Line-Sierra Valley West,8/27/24,3.6,63.6,85.4,93,7.3,65.1
SQV8200-Squaw Valley,8/27/24,2.7,59.5,78.3,90,5.8,70.6
CEM41-Garbage Pit Rd,8/27/24,4.7,65.3,85,82,4.7,71.9
CAL204-Dog Valley,8/27/24,3.2,67.6,88.1,66,7.2,70.3
TRK7203-Northstar Golf Course,8/27/24,3,58.4,81.6,96,11.2,67
Hobart Sub,8/27/24,1.5,59.1,81.9,100,4.6,68
SRB51-Smithneck Rd,8/27/24,5.3,65.6,84.3,71,13.2,71.7
TRK7202-Cabin Tree,8/27/24,1.8,60.6,77.8,78,6.2,65.5
Muller1296-Emigrant Trail,8/27/24,5.7,69,85,52,0.4,82.4
STL3101 Ledge Ct.,8/27/24,1,63,75.1,68,1.7,64.7
TAH7300-Homewood,8/27/24,1.4,60.8,77.8,78,5.3,64.1
7400-Glenshire,8/27/24,2.6,59.3,81.2,94,1.6,68.4
MEY3300-Grass Lake Road,8/27/24,1.5,59.3,77.3,83,4.3,57.4
WSH201-Floriston,8/27/24,2.6,63.9,84.7,79,10.2,74.7
Washoe204-Fariad,8/27/24,7,66.3,85.6,79,7.2,65.5
MEY3400-Camp Richardson,8/27/24,2.3,59.7,78.7,79,2.4,66.3
MEY3500-STPD Office,8/27/24,1,58.3,78.3,83,6.6,73.5
621Line-I-80 Gravel Pit,8/27/24,1.9,60.5,82.5,94,2.7,72.2
7201-Alpine Meadows,8/27/24,1.8,60,78.4,88,10.2,67.2
MUL1296-Markleeville,8/27/24,0.1,64.2,86.8,77,3.1,70.1
TPZ1261-Eastside Lane,8/27/24,8.6,70.9,85.8,37,4.1,77
MEY3300-Tolteca,8/27/24,1.9,63.5,78.6,57,,
TAH-5201 Lake Forest,8/27/24,1.1,60.4,78.6,67,6.6,63.5
Tahoe-7300 Sugar Pine Point,8/27/24,1,61.1,80.2,69,3.4,66.6
SOK-257 Reno Park,8/27/24,6.6,68.3,84.9,52,7.4,68.8
SMP8700-Firecamp,8/27/24,0.9,59.4,82.9,91,,
TAH5201-Fairway,8/27/24,1.9,59.2,76.8,82,,
TPZ1261 Cunningham,8/27/24,4.2,67.8,87.7,75,,
MUL1296-Sorensens,8/27/24,2.3,56.8,77.5,78,,
POR32 4th Avenue,8/27/24,2,62.9,85.1,94,9.5,69.9
GLS7600-Walden,8/26/24,0.5,57.6,74,70,10.4,61.5
TAH7300-DL Bliss,8/26/24,0.4,58.2,67.9,65,1.3,63.9
MUL1296-Woodfords,8/26/24,2.4,60.9,77,58,0.2,71.7
BKY4201-Summit,8/26/24,1.3,,,100,6.4,61.8
TPZ1261–Park Ranch,8/26/24,5.1,64.3,78.8,76,4.8,70
TPZ1261-Walker,8/26/24,4.8,61.9,76.7,66,4.5,68.6
Meyers3400-Uplands,8/26/24,2.1,58.8,70,54,1.9,60
111Line-Columbine Trail,8/26/24,0.6,56.3,74.2,70,1.6,60.4
POR31-Iron Horse,8/26/24,1.6,58.8,80.5,92,5.6,68.7
619Line-Sierra Valley West,8/26/24,2.3,58.5,79.8,95,7.1,61.3
SQV8200-Squaw Valley,8/26/24,1.9,55,76.1,95,5.8,66.9
CEM41-Garbage Pit Rd,8/26/24,3.5,60.9,79.2,85,4.6,69
CAL204-Dog Valley,8/26/24,2.4,59.6,78.6,82,7,67.4
TRK7203-Northstar Golf Course,8/26/24,1.9,54,77.5,97,10.9,63.7
Hobart Sub,8/26/24,0.9,53.9,77.6,100,4.5,65
SRB51-Smithneck Rd,8/26/24,4.3,60.8,78.5,78,13,70.1
TRK7202-Cabin Tree,8/26/24,1.6,55.4,75.3,91,6.1,62.4
Muller1296-Emigrant Trail,8/26/24,6.3,61.5,76.4,58,0.4,77.8
STL3101 Ledge Ct.,8/26/24,1.1,57.7,70.5,56,1.6,61.6
TAH7300-Homewood,8/26/24,0.4,55.3,71.5,85,5.3,62.6
7400-Glenshire,8/26/24,1.6,54.5,77.5,96,1.6,66.3
MEY3300-Grass Lake Road,8/26/24,1.3,54.4,72.4,83,4.3,55.4
WSH201-Floriston,8/26/24,2.4,57.3,78.3,89,10.5,69.8
Washoe204-Fariad,8/26/24,4.4,58.3,76.6,90,7.2,62.6
MEY3400-Camp Richardson,8/26/24,1.6,55,72.5,82,2.4,64.8
MEY3500-STPD Office,8/26/24,0.9,53.3,74,89,6.5,71.3
621Line-I-80 Gravel Pit,8/26/24,1.3,55.6,78.1,96,2.5,68.8
7201-Alpine Meadows,8/26/24,1.4,55.3,75.5,96,10.7,63.8
MUL1296-Markleeville,8/26/24,0,56.5,78.4,84,3.1,67.5
TPZ1261-Eastside Lane,8/26/24,8.3,62.7,77.8,52,4.2,73.3
MEY3300-Tolteca,8/26/24,1.5,58.6,72.7,62,,
TAH-5201 Lake Forest,8/26/24,1,55.8,70.8,71,6.6,60.8
Tahoe-7300 Sugar Pine Point,8/26/24,1,56.4,70.4,78,3.3,63.1
SOK-257 Reno Park,8/26/24,6.3,61.9,77.7,62,7.3,65.4
SMP8700-Firecamp,8/26/24,0.5,54.6,77.1,96,,
TAH5201-Fairway,8/26/24,1,54.3,69.2,84,,
TPZ1261 Cunningham,8/26/24,4.7,61,79.4,82,,
MUL1296-Sorensens,8/26/24,1.1,50.3,70.6,86,,
POR32 4th Avenue,8/26/24,1.6,58.9,81.1,94,9.3,66.1
GLS7600-Walden,8/25/24,0.4,45.4,61.7,97,9.3,57.8
TAH7300-DL Bliss,8/25/24,0.6,49.2,58.6,88,1.3,60.7
MUL1296-Woodfords,8/25/24,2.3,52.7,67,77,0.2,71.5
BKY4201-Summit,8/25/24,1.1,,,100,6.3,59.3
TPZ1261–Park Ranch,8/25/24,4.8,56.3,69.5,88,4.8,68.8
TPZ1261-Walker,8/25/24,5.1,53.8,66.6,83,4.5,68.5
Meyers3400-Uplands,8/25/24,2.7,48.9,59.5,90,1.9,58.3
111Line-Columbine Trail,8/25/24,0.8,48.1,62.8,97,1.5,59.5
POR31-Iron Horse,8/25/24,1.3,49.2,68.4,98,5.3,64.8
619Line-Sierra Valley West,8/25/24,2.7,49.7,68,99,6.8,57.3
SQV8200-Squaw Valley,8/25/24,1.4,46.2,64.4,98,5.9,63
CEM41-Garbage Pit Rd,8/25/24,3.9,51,69.1,97,4.5,66
CAL204-Dog Valley,8/25/24,2.7,51.5,68.4,94,6.9,65
TRK7203-Northstar Golf Course,8/25/24,2.8,46.3,65.9,98,10.6,60.3
Hobart Sub,8/25/24,1,47.1,65.6,100,4.4,62
SRB51-Smithneck Rd,8/25/24,5.1,51,67.5,95,12.8,69.3
TRK7202-Cabin Tree,8/25/24,1.1,44.6,62.5,99,6.1,59.7
Muller1296-Emigrant Trail,8/25/24,4.6,52.7,66.7,84,0.3,71.6
STL3101 Ledge Ct.,8/25/24,1.2,48.3,59.4,88,1.6,59
TAH7300-Homewood,8/25/24,0.6,47.9,62.5,98,5.2,61.5
7400-Glenshire,8/25/24,1.9,47.3,65.3,98,1.5,64.5
MEY3300-Grass Lake Road,8/25/24,1.5,46.3,62.5,97,4.3,53.9
WSH201-Floriston,8/25/24,2.7,49.6,66.4,93,11.4,64.4
Washoe204-Fariad,8/25/24,7.2,51.2,65.2,93,7.3,61.2
MEY3400-Camp Richardson,8/25/24,2,47.4,62.3,99,2.4,65.4
MEY3500-STPD Office,8/25/24,1,46.4,63.1,96,6.5,68.8
621Line-I-80 Gravel Pit,8/25/24,2,48.7,66.2,96,2.3,65.6
7201-Alpine Meadows,8/25/24,1.2,45.8,63.9,99,11.5,60.6
MUL1296-Markleeville,8/25/24,0,50,68.4,94,3.1,66
TPZ1261-Eastside Lane,8/25/24,7,54.4,66.8,79,4.2,70.3
MEY3300-Tolteca,8/25/24,1.5,49,62,92,,
TAH-5201 Lake Forest,8/25/24,1,47.6,62.3,91,6.5,58
Tahoe-7300 Sugar Pine Point,8/25/24,0.9,48.7,61.9,97,3.2,59.6
SOK-257 Reno Park,8/25/24,5.7,51.9,66.8,89,7.1,62.7
SMP8700-Firecamp,8/25/24,0.7,48.3,65.1,97,,
TAH5201-Fairway,8/25/24,1,45.9,62.1,96,,
TPZ1261 Cunningham,8/25/24,4.7,53,68.7,92,,
MUL1296-Sorensens,8/25/24,1,43.4,60.7,90,,
POR32 4th Avenue,8/25/24,1.9,50.5,68.7,98,9.2,63
GLS7600-Walden,8/24/24,1.2,38.7,43.3,97,7,58.8
TAH7300-DL Bliss,8/24/24,2.5,43.2,49.8,94,1.3,64.2
MUL1296-Woodfords,8/24/24,10.1,51.2,58.8,75,0.2,73.6
BKY4201-Summit,8/24/24,2.7,,,100,6.3,62.5
TPZ1261–Park Ranch,8/24/24,9,58,66.2,81,4.9,70.8
TPZ1261-Walker,8/24/24,7.4,54.6,65.2,78,4.5,69.6
Meyers3400-Uplands,8/24/24,9.7,42.1,47.6,94,1.9,60.6
111Line-Columbine Trail,8/24/24,2.1,43.7,52,96,1.6,62.1
POR31-Iron Horse,8/24/24,1.2,44.1,50.9,97,5.3,66.2
619Line-Sierra Valley West,8/24/24,5.6,45.4,50.7,97,7,59
SQV8200-Squaw Valley,8/24/24,6.9,40.6,45,97,6.3,64.8
CEM41-Garbage Pit Rd,8/24/24,5.1,46.1,51.6,91,4.6,69.3
CAL204-Dog Valley,8/24/24,5.4,46.9,52.6,92,7.1,70.4
TRK7203-Northstar Golf Course,8/24/24,5.4,42.8,48.3,96,10.6,61.8
Hobart Sub,8/24/24,0.9,41,47.2,99,4.5,63.5
SRB51-Smithneck Rd,8/24/24,4.2,45.1,51.1,93,12.9,72.9
TRK7202-Cabin Tree,8/24/24,1.8,38.9,44.2,98,6.2,65
Muller1296-Emigrant Trail,8/24/24,14.5,53.4,62.9,75,0.3,69.2
STL3101 Ledge Ct.,8/24/24,3.1,43.1,52.4,94,1.7,61.6
TAH7300-Homewood,8/24/24,3.2,41.6,46.6,97,5.3,63.4
7400-Glenshire,8/24/24,2.7,42.4,47.4,96,1.5,67.8
MEY3300-Grass Lake Road,8/24/24,2,44.1,52,96,4.3,56.6
WSH201-Floriston,8/24/24,3,45,51.5,94,8.7,65.5
Washoe204-Fariad,8/24/24,7.2,46,50.7,94,5.2,66.3
MEY3400-Camp Richardson,8/24/24,4.8,44.8,52.1,98,2.5,68.7
MEY3500-STPD Office,8/24/24,2.3,44.9,53,94,6.6,70.4
621Line-I-80 Gravel Pit,8/24/24,2.5,43.1,47.3,93,2.2,68.5
7201-Alpine Meadows,8/24/24,3.4,40.2,46.1,98,7.8,62.4
MUL1296-Markleeville,8/24/24,2,49.9,59.7,92,3.1,68.1
TPZ1261-Eastside Lane,8/24/24,10.9,55.2,65.6,72,4.1,71.5
MEY3300-Tolteca,8/24/24,5.3,43.2,49.4,92,,
TAH-5201 Lake Forest,8/24/24,1.9,42.2,49.9,91,6.6,61.6
Tahoe-7300 Sugar Pine Point,8/24/24,1.2,42.8,52.4,96,3.3,61.8
SOK-257 Reno Park,8/24/24,7.8,45.5,50.6,90,6.9,66.7
SMP8700-Firecamp,8/24/24,1.2,40.9,46.2,96,,
TAH5201-Fairway,8/24/24,2.6,41.5,49.4,95,,
TPZ1261 Cunningham,8/24/24,7.7,55.3,65.4,87,,
MUL1296-Sorensens,8/24/24,2.1,43.4,52.9,90,,
POR32 4th Avenue,8/24/24,1.4,45,51.4,96,9.4,66
GLS7600-Walden,8/23/24,3.5,47.2,54.6,62,7,67.6
TAH7300-DL Bliss,8/23/24,4.9,49.2,54.8,55,1.4,68.6
MUL1296-Woodfords,8/23/24,12.2,58.3,64.9,47,0.2,75.8
BKY4201-Summit,8/23/24,4.4,,,100,6.4,66.6
TPZ1261–Park Ranch,8/23/24,11.5,65.4,72.1,40,5,72.4
TPZ1261-Walker,8/23/24,11.9,61.9,69.8,44,4.6,71
Meyers3400-Uplands,8/23/24,15.9,47.7,54,63,2,64
111Line-Columbine Trail,8/23/24,3.8,50.4,58.8,70,1.6,64.3
POR31-Iron Horse,8/23/24,4.2,52.2,58.4,63,5.6,72.3
619Line-Sierra Valley West,8/23/24,10.3,53.8,59.4,62,7.3,63.6
SQV8200-Squaw Valley,8/23/24,8.6,47.7,54.1,76,5.5,70.6
CEM41-Garbage Pit Rd,8/23/24,13.4,55,62.4,55,4.7,73.4
CAL204-Dog Valley,8/23/24,7.6,56.8,63.6,52,7.3,75.1
TRK7203-Northstar Golf Course,8/23/24,11.3,51.3,57.4,60,11,66.9
Hobart Sub,8/23/24,5,50.2,57.9,67,4.6,68.5
SRB51-Smithneck Rd,8/23/24,7.3,54.2,61.4,57,13.1,75
TRK7202-Cabin Tree,8/23/24,5.8,48.4,55.7,62,6,69.7
Muller1296-Emigrant Trail,8/23/24,18.9,60.5,67.5,46,0.3,74
STL3101 Ledge Ct.,8/23/24,4.2,48.9,57.5,68,1.8,65.3
TAH7300-Homewood,8/23/24,5.1,48.5,53.7,73,5.1,68
7400-Glenshire,8/23/24,5,51.5,58.1,62,1.6,71.3
MEY3300-Grass Lake Road,8/23/24,4.2,51.5,58.2,65,4.3,59
WSH201-Floriston,8/23/24,11.4,55.3,61.2,52,4.9,75.1
Washoe204-Fariad,8/23/24,13.1,55.8,61.6,54,4.5,70.3
MEY3400-Camp Richardson,8/23/24,8.5,51.3,57.8,65,2.5,70.8
MEY3500-STPD Office,8/23/24,3.5,51.6,59.3,65,6.7,73.5
621Line-I-80 Gravel Pit,8/23/24,8.8,52.4,58.4,61,2.2,74.2
7201-Alpine Meadows,8/23/24,5.2,47,53,81,5.1,68.1
MUL1296-Markleeville,8/23/24,2.9,57.2,65.2,56,3.2,70.8
TPZ1261-Eastside Lane,8/23/24,15.1,62.3,69.6,36,4.1,74.8
MEY3300-Tolteca,8/23/24,6.5,49.3,57.8,70,,
TAH-5201 Lake Forest,8/23/24,3.4,48.6,54.3,70,6.7,66
Tahoe-7300 Sugar Pine Point,8/23/24,1.8,49.4,57.2,70,3.4,66.7
